id,section_id,enrollment_status,enrollment_count,enrollment_capacity,waitlist_status,waitlist_count,waitlist_capacity,created_at
27679800,10587985,Full,60,60,Full,6,6,2020-02-28T09:08:02Z
27691680,10587985,Full,60,60,Full,6,6,2020-02-28T10:07:55Z
27703339,10587985,Full,60,60,Full,6,6,2020-02-28T11:08:15Z
27715220,10587985,Full,60,60,Full,6,6,2020-02-28T12:07:58Z
27726889,10587985,Full,60,60,Full,6,6,2020-02-28T13:07:48Z
27738818,10587985,Full,60,60,Full,6,6,2020-02-28T14:07:43Z
27750585,10587985,Full,60,60,Full,6,6,2020-02-28T15:08:06Z
27762246,10587985,Full,60,60,Full,6,6,2020-02-28T16:08:05Z
27774060,10587985,Full,60,60,Full,6,6,2020-02-28T17:07:47Z
27785692,10587985,Full,60,60,Full,6,6,2020-02-28T18:07:54Z
27797555,10587985,Full,60,60,Full,6,6,2020-02-28T19:08:06Z
27809232,10587985,Full,60,60,Full,6,6,2020-02-28T20:08:02Z
27819269,10587985,Full,60,60,Full,6,6,2020-02-28T21:06:58Z
27832951,10587985,Full,60,60,Full,6,6,2020-02-28T22:08:04Z
27844727,10587985,Full,60,60,Full,6,6,2020-02-28T23:07:44Z
27856660,10587985,Full,60,60,Full,6,6,2020-02-29T00:07:55Z
27868180,10587985,Full,60,60,Full,6,6,2020-02-29T01:07:57Z
27879661,10587985,Full,60,60,Full,6,6,2020-02-29T02:07:49Z
27891767,10587985,Full,60,60,Full,6,6,2020-02-29T03:08:02Z
27902415,10587985,Full,60,60,Full,6,6,2020-02-29T04:07:48Z
27915299,10587985,Full,60,60,Full,6,6,2020-02-29T05:07:57Z
27927309,10587985,Full,60,60,Full,6,6,2020-02-29T06:08:04Z
27938897,10587985,Full,60,60,Full,6,6,2020-02-29T07:07:59Z
27950889,10587985,Full,60,60,Full,6,6,2020-02-29T08:08:18Z
27960624,10587985,Full,60,60,Full,6,6,2020-02-29T09:07:01Z
27972604,10587985,Full,60,60,Full,6,6,2020-02-29T10:07:16Z
27982677,10587985,Full,60,60,Full,6,6,2020-02-29T11:06:24Z
27997792,10587985,Full,60,60,Full,6,6,2020-02-29T12:07:44Z
28009456,10587985,Full,60,60,Full,6,6,2020-02-29T13:07:59Z
28021253,10587985,Full,60,60,Full,6,6,2020-02-29T14:07:47Z
28033245,10587985,Full,60,60,Full,6,6,2020-02-29T15:07:48Z
28044975,10587985,Full,60,60,Full,6,6,2020-02-29T16:08:00Z
28056550,10587985,Full,60,60,Full,6,6,2020-02-29T17:08:03Z
28069069,10587985,Full,60,60,Full,6,6,2020-02-29T18:08:00Z
28079175,10587985,Full,60,60,Full,6,6,2020-02-29T19:07:34Z
28092002,10587985,Full,60,60,Full,6,6,2020-02-29T20:07:55Z
28111254,10587985,Full,60,60,Full,6,6,2020-02-29T21:07:37Z
28113295,10587985,Full,60,60,Full,6,6,2020-02-29T21:08:14Z
28122945,10587985,Full,60,60,Full,6,6,2020-02-29T22:07:11Z
28136779,10587985,Full,60,60,Full,6,6,2020-02-29T23:07:54Z
28148608,10587985,Full,60,60,Full,6,6,2020-03-01T00:07:43Z
28160250,10587985,Full,60,60,Full,6,6,2020-03-01T01:08:00Z
28172100,10587985,Full,60,60,Full,6,6,2020-03-01T02:08:06Z
28184013,10587985,Full,60,60,Full,6,6,2020-03-01T03:07:49Z
28194873,10587985,Full,60,60,Full,6,6,2020-03-01T04:07:47Z
28207405,10587985,Full,60,60,Full,6,6,2020-03-01T05:08:02Z
28219291,10587985,Full,60,60,Full,6,6,2020-03-01T06:08:12Z
28230378,10587985,Full,60,60,Full,6,6,2020-03-01T07:07:39Z
28242887,10587985,Full,60,60,Full,6,6,2020-03-01T08:08:02Z
28254354,10587985,Full,60,60,Full,6,6,2020-03-01T09:07:55Z
28266509,10587985,Full,60,60,Full,6,6,2020-03-01T10:08:06Z
28278148,10587985,Full,60,60,Full,6,6,2020-03-01T11:07:56Z
28289774,10587985,Full,60,60,Full,6,6,2020-03-01T12:07:56Z
28301164,10587985,Full,60,60,Full,6,6,2020-03-01T13:07:42Z
28313419,10587985,Full,60,60,Full,6,6,2020-03-01T14:07:53Z
28325156,10587985,Full,60,60,Full,6,6,2020-03-01T15:07:52Z
28336851,10587985,Full,60,60,Full,6,6,2020-03-01T16:08:02Z
28348666,10587985,Full,60,60,Full,6,6,2020-03-01T17:07:54Z
28358369,10587985,Full,60,60,Full,6,6,2020-03-01T18:06:56Z
28372498,10587985,Full,60,60,Full,6,6,2020-03-01T19:08:04Z
28383896,10587985,Full,60,60,Full,6,6,2020-03-01T20:07:57Z
28395859,10587985,Full,60,60,Full,6,6,2020-03-01T21:08:02Z
28407585,10587985,Full,60,60,Full,6,6,2020-03-01T22:08:12Z
28419438,10587985,Full,60,60,Full,6,6,2020-03-01T23:08:03Z
28431011,10587985,Full,60,60,Full,6,6,2020-03-02T00:07:49Z
28439793,10587985,Full,60,60,Full,6,6,2020-03-02T01:06:24Z
28454667,10587985,Full,60,60,Full,6,6,2020-03-02T02:07:50Z
28465562,10587985,Full,60,60,Full,6,6,2020-03-02T03:07:39Z
