id,term,instructors
4141,20W,"[""Shaffer, H.B.""]"
2237033,20W,"[""Shuger, D.K.""]"
3422,20W,"[""Haselton, M.G."",""Vaughn, R.A."",""Karakus, K.E."",""Lynch, J.W."",""Massa, M.G.""]"
2142,20W,"[""Gondek, J.K.""]"
489414,20W,"[""Gaddis, S.M.""]"
1696412,20W,"[""Nuechterlein, K.H.""]"
995,20W,"[""Trachtenberg, J."",""Schweizer, F.E."",""Babiec, W.E."",""Cannon, S.C.""]"
5880935,20S,"[""Popkin, L.A.""]"
3387467,20W,"[""Frank, S.""]"
2652882,20W,"[""Blaisdell, A.P.""]"
4496,20W,"[""van Den Broeck, G.""]"
5881801,20S,"[""Stacey, P.J.""]"
2280360,20W,"[""Kelley, R.D.""]"
2235710,20W,"[""Knowlton, B.""]"
5881577,20S,"[""Jaurretche, C.M.""]"
5884616,20S,"[""Hieronymi, P.""]"
3076,20W,"[""Gondek, J.K.""]"
5886928,20S,"[""Trivuth, T."",""Araujo Gutierrez,"",""Burke, J.A.""]"
5886940,20S,"[""TA"",""Burke, J.A.""]"
2252077,20W,"[""Givvin, K.B.""]"
2495559,20W,"[""Hong, W.""]"
3725,20W,"[""Sherstov, A.""]"
453,20W,"[""Faliks, I.""]"
5882006,20S,"[""Suman, M.W.""]"
5185,20W,"[""Masmanidis, S.""]"
2502481,20W,"[""Nuechterlein, K.H.""]"
318,20W,"[""Burke, A.A.""]"
1696438,20W,"[""Silva, A.J.""]"
5883822,20S,"[""Nowatzki, A.J.""]"
4427,20W,"[""Seidlits, S.K.""]"
534,20W,"[""Temkin, R.S."",""Jansma, K.""]"
431,20W,"[""Gorbach, P.M.""]"
5881536,20S,"[""Johnson, M.C.""]"
4057072,20W,"[""O'Neill, B.""]"
2065,20W,"[""Inaba, J.N.""]"
205,20W,"[""Masek, D.H.""]"
5880774,20S,"[""Omwami, E.S.""]"
2770919,20W,"[""Jeste, S.S.""]"
5880265,20S,"[""Burke, J.A.""]"
3813054,20W,"[""Campbell-Staton, S""]"
465,20W,"[""Zhong, X.""]"
5882419,20S,"[""Bridgewater, D.A.""]"
2246652,20W,"[""Liu, C.""]"
4767,20W,"[""Clare, R."",""Taylor, D.A.""]"
2554,20W,"[""Jansma, K.""]"
1259,20W,"[""Miranda, R.""]"
5883533,20S,"[""Rossi, G.""]"
3028,20W,"[""Creese, R.A.""]"
2481491,20W,"[""Stefans, B.K.""]"
3584,20W,"[""Caswell, M.L.""]"
5879208,20S,"[""Crager, A.D.""]"
2951,20W,"[""Schniedewind, W.M.""]"
2153,20W,"[""Turner, P.A.""]"
5879378,20S,"[""Lawrence, A."",""Friscia, A.R.""]"
5883299,20S,"[""Mcbride, J."",""Coopersmith, A.R.""]"
588,20W,"[""Keating, P.""]"
3813161,20W,"[""Mcclendon, M.C.""]"
5880881,20S,"[""Due, T.P.""]"
3183,20W,"[""Amunategui, J.C.""]"
1457,20W,"[""Yates, P.F.""]"
1599,20W,"[""Martirosyan, H.K.""]"
5879476,20S,"[""Olivas, D.L."",""Mercado, S.""]"
1177,20W,"[""Paquette-Smith, M.""]"
5883937,20S,"[""Guber, H.P.""]"
5150,20W,"[""Scully, S.L."",""Desveaux, J.A.""]"
2308719,20W,"[""Gottlieb, L.J.""]"
5886978,20S,"[""Trivuth, T."",""Araujo Gutierrez,"",""Burke, J.A.""]"
2224620,20W,"[""Jacob, E.""]"
1426323,20W,"[""Danielpour, R.D.""]"
5884973,20S,"[""Allmendinger, B.""]"
751,20W,"[""No instructors""]"
5879070,20S,"[""Burke, J.A.""]"
642,20W,"[""No instructors""]"
5280,20W,"[""Cong, J.J.""]"
10579829,20S,"[""Jay, J.A.""]"
5883886,20S,"[""Comuzzi, E.A."",""Hudson, P.J.""]"
1823,20W,"[""Manning, J.A.""]"
5338,20W,"[""Pozuelo, M."",""Yeung, C.""]"
674,20W,"[""Love-Bibbero, L.A.""]"
757,20W,"[""Lee, H.""]"
5886252,20S,"[""Greene, S.M.""]"
5882382,20S,"[""Ekanayake, A.""]"
3340695,20W,"[""Ling, J.""]"
5880660,20S,"[""No instructors""]"
5882906,20S,"[""Rios Aguilar, C.""]"
665,20W,"[""Ahn, S.""]"
5883349,20S,"[""Adamian, A."",""Pogossian, M.""]"
5880171,20S,"[""Derian, S.K."",""Collins, A.M.""]"
767,20W,"[""Felker, P.M.""]"
662,20W,"[""Malamuth, N.M."",""Negrete, H.E.""]"
5882322,20S,"[""Zenios, S.""]"
2601,20W,"[""Akin, O."",""Donlea, J.M.""]"
5879419,20S,"[""Cuff, D."",""de Zubiaurre, M.T."",""Leclair Paquet, B.""]"
5882323,20S,"[""Donlea, J.M."",""Hong, W.""]"
1387,20W,"[""No instructors""]"
5879301,20S,"[""Balafrej, L.""]"
5880332,20S,"[""Gosart, J.O.""]"
5880968,20S,"[""Burge, C.T.""]"
2636071,20W,"[""Glanzman, D.L.""]"
3675,20W,"[""Shevtsov, Y.""]"
443,20W,"[""Buth, D.G.""]"
5880330,20S,"[""Jaquette, O.""]"
2252156,20W,"[""Brannon, T.N.""]"
1010,20W,"[""Froot, D.Z.""]"
5878919,20S,"[""Roberts, S.T.""]"
5882435,20S,"[""Kersey, K.W.""]"
2761,20W,"[""Lynn, G.S."",""Nowak, M.A.""]"
5879323,20S,"[""Rensel, M.A."",""Liu, I.S.""]"
5879717,20S,"[""Price, R.S."",""Burdorff, S.F.""]"
2280698,20W,"[""Stanton, A.L.""]"
5884171,20S,"[""Greenberg, G.J.""]"
2647794,20W,"[""Colwell, C.S.""]"
5142,20W,"[""Davis, M.E.""]"
4229,20W,"[""Goyal, V.K.""]"
5881110,20S,"[""No instructors""]"
343,20W,"[""Kligman, M.L.""]"
624,20W,"[""Parkinson, C.M.""]"
4688,20W,"[""Taylor, C.E.""]"
5884122,20S,"[""Harris, M.C.""]"
290,20W,"[""Dehoratius, N.""]"
5887402,20S,"[""Kim, J.J."",""Tammineedi, A.""]"
2341,20W,"[""Zhen, A.""]"
2393315,20W,"[""Zuraw, K.R.""]"
5886427,20S,"[""Haselton, M.G."",""Karakus, K.E.""]"
5878859,20S,"[""Haselton, M.G."",""Massa, M.G.""]"
5883410,20S,"[""Eagly, I.""]"
5098,20W,"[""Picazo, M."",""Sandoval Belmar, M"",""Tarouilly, E."",""Agredano, E.""]"
5884381,20S,"[""Martin, E.E.""]"
5883654,20S,"[""Kello, R.A."",""Decker, J.L.""]"
680,20W,"[""Annabi, N.""]"
2810839,20W,"[""Hayes, B.P.""]"
5886611,20S,"[""Tomita, N.""]"
1888,20W,"[""Arnold, A.P.""]"
5879510,20S,"[""Frons, B.S.""]"
5881799,20S,"[""Wilkinson, D.O.""]"
584,20W,"[""Garcia, T.R."",""Prescott-Johnson,""]"
3751,20W,"[""Demman, B.L."",""Stephenson, S.N."",""Lei, F.""]"
1274,20W,"[""Clarke, C.F.""]"
5880746,20S,"[""Derby, L.""]"
1338,20W,"[""Houk, K.N.""]"
277,20W,"[""No instructors""]"
1092,20W,"[""Pfluegl, G."",""Cao, Z.""]"
5885667,20S,"[""Tulipana, P.A.""]"
5879740,20S,"[""Haselton, M.G.""]"
5884075,20S,"[""Burge, C.T.""]"
5884214,20S,"[""Mahajan, G.""]"
1322,20W,"[""Orren, K.J.""]"
312,20W,"[""Tobin, S.C."",""Martinez Ponce, C.""]"
5884012,20S,"[""The Staff""]"
5886103,20S,"[""Brier, M.F.""]"
5882328,20S,"[""Feusner, J.D."",""TA""]"
1377,20W,"[""Christou, N.""]"
5882909,20S,"[""Korobkin, S.A.""]"
16868018,20S,"[""Chung, A.S.""]"
16561551,20S,"[""Higbie, F.T.""]"
5880770,20S,"[""Long, J.A.""]"
3988,20W,"[""Gonzalves, R.S.""]"
17356238,20S,"[""Oswald, S.M.""]"
5880900,20S,"[""Gipson, J.D.""]"
17356243,20S,"[""Bauchy, M.""]"
3768,20W,"[""Slusser, W.M.""]"
5880667,20S,"[""No instructors""]"
5884218,20S,"[""Mukhija, V.""]"
5879096,20S,"[""Kakoulli, I.""]"
16706191,20S,"[""Davis, M.E.""]"
16882440,20S,"[""Sandhofer, C.M.""]"
4831,20W,"[""Goukasian, L.""]"
5878969,20S,"[""Goldsmith, J.L.""]"
16739433,20S,"[""Housden, R.C."",""Radko, O.V.""]"
5879748,20S,"[""Harrison, C.A.""]"
16894973,20S,"[""Kicenski, K.K.""]"
1554,20W,"[""Pamarti, S.""]"
17356337,20S,"[""Wong, R.B.""]"
5880886,20S,"[""Rensel, M.A."",""TA""]"
3310,20W,"[""Fujihata, M."",""Akins, G.W.""]"
2229427,20W,"[""Rubin, Y.F.""]"
17356370,20S,"[""Oswald, S.M.""]"
5881610,20S,"[""Calderon Martinez,"",""Ortiz, V.""]"
5882808,20S,"[""Barker, K.""]"
16796382,20S,"[""Shaked, S.""]"
5886445,20S,"[""Rao, J.Y.""]"
5880729,20S,"[""Marin, A.M.""]"
5879527,20S,"[""Sarrafzadeh, M."",""Ramezani, R.""]"
16796438,20S,"[""Shaked, S."",""Romero, R.R."",""Worsham, D.M.""]"
5886664,20S,"[""Chavira, D.A.""]"
17365199,20S,"[""Wesel, R.D.""]"
1525,20W,"[""Wessels, D.W.""]"
5200,20W,"[""Roychowdhury, V.P.""]"
5879474,20S,"[""Herskovic, B.""]"
5886780,20S,"[""Berend, Z.""]"
16797925,20S,"[""Osman, T.""]"
5884563,20S,"[""Kane, K.M."",""The Staff""]"
17365457,20S,"[""Blackwell, M.S.""]"
16798398,20S,"[""Leaf, D.A.""]"
10580762,20S,"[""Emigh, R.J.""]"
5886681,20S,"[""Paquette-Smith, M.""]"
5885278,20S,"[""Agazaryan, N.""]"
17365592,20S,"[""No instructors""]"
5879150,20S,"[""Jensen, J."",""Mcclellan, M.L.""]"
16799128,20S,"[""Summerhill, W.R.""]"
17366454,20S,"[""Sanders Garcia, A.""]"
5883441,20S,"[""Awe, F.P.""]"
17071403,20S,"[""Esfandiari, M.M.""]"
3792950,20W,"[""Porter, M.A.""]"
17073022,20S,"[""Saguy, A.C.""]"
5881307,20S,"[""Cummings, S.""]"
16799262,20S,"[""Paik Schoenberg, F""]"
2787501,20W,"[""Sharifi, R.T.""]"
17367011,20S,"[""Berend, Z.""]"
5881660,20S,"[""Hart, L.K.""]"
17367654,20S,"[""Wilson, N.M.""]"
16800842,20S,"[""Fink, R.W.""]"
17591237,20S,"[""Pothoulakis, C.""]"
5881137,20S,"[""Williams, M.G.""]"
16801135,20S,"[""Wang, L.S.""]"
17080683,20S,"[""Chang, M.F.""]"
5881353,20S,"[""TA"",""Burdorff, S.F.""]"
17081223,20S,"[""Dimuro, J.A.""]"
17591582,20S,"[""Presner, T.S.""]"
5883858,20S,"[""Chang, K.""]"
16812912,20S,"[""Stanton, A.L.""]"
4849,20W,"[""Maynard, J.E.""]"
5881954,20S,"[""Allakhverdyan, B.V""]"
17082808,20S,"[""Cowgill, B.O.""]"
17025160,20S,"[""Cha, M.""]"
17616805,20S,"[""Castel, A.D.""]"
4488,20W,"[""Harrop-Griffiths,""]"
5879466,20S,"[""Lippit, S.M.""]"
17624619,20S,"[""Sharpe, M.J.""]"
17131313,20S,"[""Knowlton, B.""]"
17641011,20S,"[""Saguy, A.C.""]"
5884975,20S,"[""Golub, P.R.""]"
17151341,20S,"[""Yang, X.""]"
1671,20W,"[""Gilens, M.I."",""Kim, A.L.""]"
17641243,20S,"[""Huhtamo, E.I.""]"
5878760,20S,"[""de Zubiaurre, M.T.""]"
5881989,20S,"[""Dimond, T.A.""]"
5886690,20S,"[""Suhr, C.""]"
17178462,20S,"[""Wilson, B.""]"
5878860,20S,"[""Schauble, E.A.""]"
17649124,20S,"[""San Juan, C.D.""]"
17178505,20S,"[""Desjardins, R.""]"
5883629,20S,"[""Merrill, C.A.""]"
17649561,20S,"[""San Juan, C.D.""]"
17304597,20S,"[""No instructors""]"
5886678,20S,"[""Feghali, Y.""]"
17304677,20S,"[""Gondek, J.K.""]"
17649890,20S,"[""Shiffrin, S.""]"
17649949,20S,"[""Barrera, D.S.""]"
5401,20W,"[""Stern, E.I."",""Peyton, M.H.""]"
4585,20W,"[""Wang, B.""]"
5882961,20S,"[""Loyd, H.M."",""Merritt, C.R.""]"
17305282,20S,"[""Yang, J.""]"
17652493,20S,"[""Bjork, E.L.""]"
5883131,20S,"[""Kresin, S.C.""]"
5878954,20S,"[""Isenberg, C.A."",""Lindsay, C.E.""]"
17307945,20S,"[""Gondek, J.K.""]"
5880307,20S,"[""Furman, Y.""]"
17308025,20S,"[""Gondek, J.K.""]"
17675915,20S,"[""Nguyen-Vo, T.""]"
5878699,20S,"[""Carey, M.F."",""Kurdistani, S.K.""]"
5882034,20S,"[""Sax, L.J.""]"
17317917,20S,"[""Wiksten Desjardins""]"
5879995,20S,"[""Suarez-Orozco, C.E""]"
17318406,20S,"[""Nianogo, R.A.""]"
5884672,20S,"[""Borrman, K.M."",""Lee, H.""]"
5885677,20S,"[""Bauer, D.J.""]"
5885602,20S,"[""Jiang, H.""]"
5884430,20S,"[""Solorzano, D.G.""]"
17318686,20S,"[""Lydon, G.E.""]"
10579126,20S,"[""Hopenhayn, H.A.""]"
5885947,20S,"[""Varimezova, T.T.""]"
17318973,20S,"[""Silva, A.J.""]"
1029,20W,"[""No instructors""]"
5881843,20S,"[""No instructors""]"
5881722,20S,"[""Taub, B.""]"
5886316,20S,"[""Bogar, S.E."",""Knoll, M.P.""]"
5884310,20S,"[""Korb, A.""]"
17320556,20S,"[""Lew, V.""]"
5884676,20S,"[""Steinert-Threlkeld""]"
5880173,20S,"[""Hamza, A.T.""]"
5886210,20S,"[""Rosenstock, L."",""TA""]"
5883088,20S,"[""Gerber, A.""]"
5882444,20S,"[""Abidi, A.A.""]"
5881086,20S,"[""Griffey, T.S.""]"
5885646,20S,"[""Bauer, D.J.""]"
5879403,20S,"[""No instructors""]"
5882450,20S,"[""Creese, R.A.""]"
1810,20W,"[""Lowe, L.B.""]"
5879755,20S,"[""Daniel, M."",""Hudson, P.J.""]"
5880812,20S,"[""Varimezova, T.T.""]"
2009,20W,"[""Upton, D.""]"
2376,20W,"[""Umemoto, K.N."",""Chun, J.J.""]"
5885450,20S,"[""Babbe, D.B.""]"
5881754,20S,"[""Miller, J.T.""]"
5881452,20S,"[""Odinga, S.O.""]"
5883115,20S,"[""Enders, C.K.""]"
5879541,20S,"[""Guerrero, A."",""Ramirez, A.A.""]"
5885288,20S,"[""Roychowdhury, V.P.""]"
5881172,20S,"[""Guber, H.P."",""Goldstein, N.J.""]"
5882001,20S,"[""Cohen, Y.""]"
5886149,20S,"[""Komar, K.L.""]"
5881255,20S,"[""Lent, J.D.""]"
5884916,20S,"[""Chatterjee, A.K.""]"
5880515,20S,"[""Esfandiari, M.M.""]"
5886353,20S,"[""Shinnick, M.A."",""Knoll, M.P.""]"
5886367,20S,"[""Stephenson, S.N."",""Knoll, M.P.""]"
5885507,20S,"[""Bikhchandani, S.""]"
5884542,20S,"[""Martirosyan, H.K.""]"
5881388,20S,"[""Reich, P.L.""]"
5882238,20S,"[""Rosenthal, S.J.""]"
5886490,20S,"[""Gondek, J.K.""]"
5882509,20S,"[""Sanchez, A.M.""]"
5882724,20S,"[""Lebow, C.C.""]"
5881548,20S,"[""Convery, P.D.""]"
5880192,20S,"[""TA"",""Hamza, A.T.""]"
5883298,20S,"[""Salway, M.C.""]"
5881655,20S,"[""Rashidi, J.S.""]"
5879298,20S,"[""Kelley, J.C.""]"
5882370,20S,"[""Margot, J.""]"
3705,20W,"[""Savage, V.M.""]"
2218,20W,"[""Mal, A.K.""]"
5879297,20S,"[""Campbell, M.L.""]"
4569,20W,"[""Mikkola, H.K.""]"
5878681,20S,"[""Tarnawska Senel, M""]"
5881216,20S,"[""Bendersky, C.B.""]"
5880266,20S,"[""Achiume, E.T."",""Mackintosh, K.F.""]"
5887053,20S,"[""Cockrum, W.M.""]"
5887122,20S,"[""Welch, I.I.""]"
5883719,20S,"[""The Staff""]"
5887194,20S,"[""Bassett, J.C.""]"
5880554,20S,"[""Lysy, A.""]"
5879155,20S,"[""Jarrahi, M.""]"
5886208,20S,"[""Zhu, S.""]"
5880054,20S,"[""Lee, C.J.""]"
5886414,20S,"[""Mays, V.M."",""TA""]"
5878710,20S,"[""No instructors""]"
5878813,20S,"[""Oba, H.M.""]"
5881062,20S,"[""Kennedy, P.J."",""Blair, H.T."",""Ringach, D.L.""]"
5882882,20S,"[""Gillespie, T.W.""]"
5881760,20S,"[""Wint, H.""]"
5881393,20S,"[""Greene, M.P.""]"
5885377,20S,"[""Goodall, G.S.""]"
5882002,20S,"[""Donlea, J.M.""]"
5884960,20S,"[""Kinsey, R.J.""]"
5882043,20S,"[""Flanagan Lysy, M.M""]"
227,20W,"[""O'Connor, T.K.""]"
2346,20W,"[""Kabirian, A.""]"
5886408,20S,"[""Metzger, S.A.""]"
5888549,20S,"[""Wayne, R.""]"
5878795,20S,"[""Blanchard, T.O.""]"
5882966,20S,"[""Barkan, K.R.""]"
5879227,20S,"[""Tavrow, P.A.""]"
5881978,20S,"[""Chen, C.B.""]"
5880475,20S,"[""The Staff""]"
5881918,20S,"[""Blaisdell, A.P.""]"
5882357,20S,"[""Felker, P.M.""]"
5880646,20S,"[""Sharif, M.""]"
10585750,20S,"[""Traweek, S.J.""]"
5879745,20S,"[""The Staff"",""TA""]"
5879565,20S,"[""Brozgal, L.N.""]"
5885603,20S,"[""Browne, D.G."",""Weltman, G.""]"
5883098,20S,"[""Mack, C.A.""]"
5880502,20S,"[""Komar, K.L."",""Pirani, Z.N.""]"
5886222,20S,"[""No instructors""]"
5885863,20S,"[""Gould, R.L.""]"
5881961,20S,"[""Lindemann, J.H.""]"
5884178,20S,"[""Hart, L.K.""]"
5881969,20S,"[""Lysy, A.""]"
5879183,20S,"[""Scerri, E.R.""]"
5884319,20S,"[""Bascara, V.""]"
5885037,20S,"[""Pak, I.""]"
5885281,20S,"[""Acabado, S.B.""]"
5880793,20S,"[""No instructors""]"
5884857,20S,"[""Kanesaka, K.K.""]"
5883942,20S,"[""Tilly, C.C.""]"
5885814,20S,"[""No instructors""]"
5883935,20S,"[""Sweeney, M.M."",""Collett, J.L.""]"
5885719,20S,"[""Wood, J.J.""]"
5883881,20S,"[""No instructors""]"
5881304,20S,"[""Wilson, N.M.""]"
5884419,20S,"[""Hartenstein, V.""]"
5886720,20S,"[""Lyons, K.M.""]"
5881387,20S,"[""Lithgow-Bertelloni""]"
5879478,20S,"[""Jeon, S.""]"
5882924,20S,"[""Fajgelbaum, P.D.""]"
5880542,20S,"[""Hayes, B.P.""]"
5884986,20S,"[""Moore-Cantwell, C.""]"
5878736,20S,"[""Liscombe, J.R.""]"
5882976,20S,"[""Amini, A.A.""]"
5885933,20S,"[""Cai, H.""]"
5884194,20S,"[""Tichacek, M.""]"
5880737,20S,"[""Yi, E.""]"
5883120,20S,"[""Kok, J.F.""]"
5880003,20S,"[""Mistry, R.S."",""Quartz, K.""]"
5885970,20S,"[""Carpenter, C.L.""]"
5885990,20S,"[""The Staff""]"
5885428,20S,"[""Szabo, S.D."",""Yuan, Y.""]"
5885981,20S,"[""Clarke, C.F."",""Koehler, C.M.""]"
5881116,20S,"[""Bensinger, S.J.""]"
5878953,20S,"[""Prikhodko, S.""]"
5883396,20S,"[""Wu, H.H."",""Sung, K.""]"
5886841,20S,"[""Goh, K.""]"
5054,20W,"[""Sears, D.O.""]"
5883445,20S,"[""Jahn Verri, F."",""Loukaitou-Sideris,""]"
5881639,20S,"[""Dasgupta, K.""]"
5878979,20S,"[""The Staff""]"
5880779,20S,"[""Marian, J."",""Huang, S.""]"
5886548,20S,"[""Glik, D.C."",""Lang, C.M.""]"
5878733,20S,"[""Rosen, K.B."",""Tarnawska Senel, M""]"
5883619,20S,"[""Yates, A.D.""]"
5882216,20S,"[""Maniquis, R.M.""]"
5883450,20S,"[""Goins, J.M.""]"
5882788,20S,"[""Zhang, S.""]"
5879711,20S,"[""Macey, P.M.""]"
5878970,20S,"[""Prikhodko, S.""]"
5881556,20S,"[""Osei Twumasi, O.I.""]"
5880327,20S,"[""Morris, R.J.""]"
5884291,20S,"[""Evans, C.J.""]"
5883994,20S,"[""Waldinger, R.""]"
5881871,20S,"[""Shams, L.""]"
5881921,20S,"[""Repetti, R.L.""]"
5885513,20S,"[""Subrahmanyam, A.""]"
5881568,20S,"[""Wimboprasetyo, D.W""]"
5885521,20S,"[""Chen, C.B.""]"
5881446,20S,"[""Lu, Y.""]"
5883197,20S,"[""Biskup, M.""]"
5878808,20S,"[""Brozgal, L.N.""]"
5880409,20S,"[""Hsu, W.""]"
5884080,20S,"[""No instructors""]"
5880655,20S,"[""Mesghali, F."",""TA""]"
5881429,20S,"[""Lanning, D.P.""]"
5881544,20S,"[""Wetzstein, S.R.""]"
5883437,20S,"[""Cabric, D.""]"
5883422,20S,"[""Xiao, X.""]"
2952,20W,"[""Popkin, L.A.""]"
5881785,20S,"[""Hayes, B.P.""]"
68,20W,"[""Yoon, J.E.""]"
5880454,20S,"[""Shi, C.""]"
5882324,20S,"[""Lindemann, J.H.""]"
5882033,20S,"[""Ranz, J.H.""]"
5882020,20S,"[""Lorenzelli, F."",""Fragouli, C.P.""]"
2987,20W,"[""Gao, T.""]"
1967,20W,"[""Tavrow, P.A.""]"
4155,20W,"[""Ernst, J."",""Pasaniuc, B.""]"
5879831,20S,"[""Simonetti, D.A.""]"
5882210,20S,"[""Garfinkel, A.""]"
5884007,20S,"[""Chakravarty, S.""]"
5886418,20S,"[""Bower, J.E.""]"
5879097,20S,"[""Parson, E.""]"
5880967,20S,"[""Blu Wakpa, T."",""Banerji, A."",""Davis, J.M."",""Kheradyar, A.T.""]"
3690,20W,"[""Sears, K.E.""]"
5885055,20S,"[""Ruiz, T.F.""]"
5885065,20S,"[""Cheng, G.""]"
5884468,20S,"[""Park, M.""]"
5881458,20S,"[""Cole, B.L.""]"
5882050,20S,"[""Scott, E.""]"
5885796,20S,"[""Starkey, S."",""Taylor-Hasty, K.""]"
5878822,20S,"[""Lebelle, J."",""Ge, W."",""Kornblum, H.I.""]"
5885951,20S,"[""Garcia, D.G.""]"
5884820,20S,"[""No instructors""]"
5879118,20S,"[""Brown, S.D.""]"
5884522,20S,"[""The Staff"",""TA""]"
5882847,20S,"[""Baylor, C.A.""]"
5884156,20S,"[""Naranjo, B.B.""]"
5883423,20S,"[""Di Carlo, D.""]"
5880641,20S,"[""Allard, P.""]"
2759,20W,"[""Ezer, N.""]"
848,20W,"[""Savage, R.W.""]"
5882364,20S,"[""Jung, M.E.""]"
5882230,20S,"[""Ghosh, K.""]"
5886613,20S,"[""Fuligni, A.J.""]"
5884044,20S,"[""TA"",""Eggert, P.R.""]"
5883999,20S,"[""Ross, M.L.""]"
5879165,20S,"[""Stephan, M.""]"
3350,20W,"[""Tuohy, D.""]"
3167,20W,"[""de Chadarevian, S.""]"
5882530,20S,"[""Dabrowska, D.M.""]"
5883974,20S,"[""The Staff"",""Sfeir, L.C.""]"
3311,20W,"[""Kuo, A.A."",""Halfon, N.""]"
5886421,20S,"[""Adhikari, A.""]"
5882497,20S,"[""Yamamoto, L.T.""]"
5881288,20S,"[""Jang, Y.""]"
5886538,20S,"[""Thomas Tobin, C.S.""]"
5887405,20S,"[""Chiou, P.""]"
5881546,20S,"[""Tornell, A.""]"
5883616,20S,"[""Dasteel, J.""]"
5880474,20S,"[""Kleinrock, L.""]"
5882277,20S,"[""Glanzman, D.L.""]"
5885050,20S,"[""Craske, M."",""Chorpita, B.F."",""Tuohy, D."",""Ray, L.A."",""Sayegh, P."",""Yee-Bradbury, C.M."",""TA""]"
5885121,20S,"[""Finell, M.A."",""Johnson, M.M."",""Sanchez, I.A."",""Thornton, A.M.""]"
3387,20W,"[""Moreno, A.J.""]"
3355,20W,"[""Mcdevitt, E.P.""]"
5885421,20S,"[""Bass, J."",""Balfour, D.J."",""Brown, R.R."",""Mchugh, J.""]"
10589160,20S,"[""Wikenheiser, A.M.""]"
5880473,20S,"[""Goldberg, S.M.""]"
5883414,20S,"[""Khalid Jawed, M.""]"
961,20W,"[""Williams, S.M."",""Richardson, S.""]"
10586900,20S,"[""Yang, Y.""]"
5880894,20S,"[""Keyes, C.L.""]"
3424,20W,"[""Golub, P.R.""]"
5879115,20S,"[""Candler, R.N.""]"
5885303,20S,"[""Wagmister, C."",""Thelander, A.B."",""Jubran, R.""]"
5886193,20S,"[""Gelmini, G.B.""]"
5879174,20S,"[""Mosleh, A.""]"
5883307,20S,"[""Jerrett, M.L.""]"
1403,20W,"[""Brown, M.S.""]"
5881640,20S,"[""Covington, K.L.""]"
5885279,20S,"[""Kohn, D.B.""]"
5886055,20S,"[""Hasson, T.W."",""Razinia, Z.""]"
5882944,20S,"[""Derby, L."",""Lewin, R.J.""]"
5886641,20S,"[""Greenfield, P.M.""]"
5880207,20S,"[""Petigura, E.A.""]"
5884451,20S,"[""Adams, J.S.""]"
3687,20W,"[""van Der Schaar, M.""]"
5878661,20S,"[""Courey, A.J."",""Chanfreau, G."",""Carey, M.F.""]"
5880665,20S,"[""Woods, S.A."",""TA""]"
3663,20W,"[""Li, X.""]"
4618,20W,"[""Dalzell, A.S.""]"
3217,20W,"[""Nonacs, P.N.""]"
5879589,20S,"[""Denari, N.M.""]"
5883418,20S,"[""Deuel, N.A.""]"
5885896,20S,"[""Lavina, G.P.""]"
5882338,20S,"[""Gonen, T.""]"
5885533,20S,"[""Ravetch, D.S.""]"
5886660,20S,"[""Haselton, M.G.""]"
5886254,20S,"[""Mahendra, S.""]"
5885781,20S,"[""Phelps, P.E.""]"
5881788,20S,"[""Loccioni, N.""]"
5881573,20S,"[""Fajgelbaum, P.D.""]"
5879128,20S,"[""Majlessi, S.A.""]"
5881893,20S,"[""Chavira, D.A.""]"
5886521,20S,"[""Carruth, A.B.""]"
5880198,20S,"[""Cowe, P.S.""]"
5883284,20S,"[""Hudson, E.R.""]"
5878920,20S,"[""Shah, M.""]"
5881242,20S,"[""Steinmetz, J.A."",""Masek, D.H."",""Davis, J.D."",""Allen, S.L.""]"
5883984,20S,"[""Mal, A.K.""]"
4031,20W,"[""Scheinrock, J.I.""]"
5884116,20S,"[""No instructors""]"
5879735,20S,"[""Thomas, E.A.""]"
4005,20W,"[""Deeds, E.J.""]"
5879309,20S,"[""Hernandez, L.A."",""Tobin, S.C.""]"
5887091,20S,"[""Griffin, N.E.""]"
5886058,20S,"[""Goorsky, M.S."",""Liao, M.E.""]"
5885405,20S,"[""Lysy, A.""]"
5879492,20S,"[""Galindo Benitez, J"",""Tobin, S.C.""]"
5882383,20S,"[""Graeber, T.G.""]"
5882483,20S,"[""Bodapati, A.V.""]"
5882525,20S,"[""Sehl, M.E.""]"
3477,20W,"[""Stein, S.A."",""Stoolman, J.S.""]"
5881541,20S,"[""Brock, C.B.""]"
5885655,20S,"[""Aschenbrenner, M.J""]"
408,20W,"[""Erskine, L.S.""]"
5882055,20S,"[""Roughan, K.I."",""Muthukrishnan, Y."",""Hedy, J.G.""]"
5884162,20S,"[""Carriero, J.P.""]"
5878867,20S,"[""Stenstrom, M.K.""]"
5884247,20S,"[""Thomas, W."",""Mann, J.L.""]"
5883905,20S,"[""Leclair Paquet, B.""]"
5885445,20S,"[""Oba, H.M."",""Guebert, C.N."",""Schmitt, T.""]"
10588717,20S,"[""Weinhaus, E.A.""]"
5879766,20S,"[""Hyacinth, O.""]"
524,20W,"[""Tramo, M.J."",""Rastogi, A.""]"
3161879,20W,"[""Clarke, C.F.""]"
5881426,20S,"[""Odinga, S.O.""]"
5880463,20S,"[""Yee-Bradbury, C.M."",""TA""]"
2653,20W,"[""Ponce, N.A."",""Kwok, V.""]"
5881252,20S,"[""Cummings, S.""]"
