id,term,instructors
5888255,20S,"[""Barminski, W.J.""]"
5887746,20S,"[""Freeman, S.F.""]"
5888258,20S,"[""Savage, V.M.""]"
5887292,20S,"[""The Staff""]"
5887748,20S,"[""Gentile, S.I.""]"
5888259,20S,"[""Brand, J.E."",""Seltzer, J.A.""]"
5887300,20S,"[""Blair, H.T.""]"
5888364,20S,"[""Gutierrez Jr, M."",""Tobin, S.C.""]"
5888330,20S,"[""Sears, K.E.""]"
5887751,20S,"[""Segura, G.M.""]"
5887341,20S,"[""Lucas, W.H.""]"
5888283,20S,"[""Sack, L."",""TA""]"
5887775,20S,"[""Taub, B.""]"
5888260,20S,"[""Osman, T.""]"
5887755,20S,"[""Riggs, J.T.""]"
5887752,20S,"[""Harran, P.G.""]"
5887342,20S,"[""Chung, A.S.""]"
5888261,20S,"[""No instructors""]"
5887366,20S,"[""Moore-Cantwell, C.""]"
5888312,20S,"[""Strain, J.A.""]"
5887760,20S,"[""Backus, K.M."",""Maynard, H.D.""]"
5888263,20S,"[""Weissman, B."",""TA""]"
5887343,20S,"[""The Staff""]"
5887348,20S,"[""Maniquis, R.M.""]"
5888264,20S,"[""Blumstein, D.T.""]"
5887874,20S,"[""Razavi, B.""]"
5887368,20S,"[""Cameron, J.""]"
5887386,20S,"[""Cameron, J.""]"
5887789,20S,"[""Garud, N.""]"
5887761,20S,"[""Esdin, J.""]"
5887813,20S,"[""Grether, G.F.""]"
5887847,20S,"[""Jacobs, D.K.""]"
5887350,20S,"[""Fletcher, A.""]"
5888266,20S,"[""Dagenais, J.C.""]"
5887764,20S,"[""Gaddis, S.M.""]"
5888267,20S,"[""Pourjavady, A.H.""]"
5887352,20S,"[""Buth, D.G.""]"
2600,20W,"[""Cohen, M.M.""]"
560,20W,"[""Cho, S.""]"
4635,20W,"[""Streit, D.C.""]"
5887766,20S,"[""Guhin, J.J.""]"
2233686,20W,"[""Arac, A.""]"
6213912,20W,"[""Kim, J.""]"
5887767,20S,"[""Lee, C.J.""]"
5887360,20S,"[""Keating, P.""]"
5888269,20S,"[""Merchant, S.""]"
5887361,20S,"[""Silvestri, G.""]"
5888270,20S,"[""Guerrero, A."",""Monroe, M.T.""]"
5887226,20S,"[""Woronoff, M.A.""]"
5887776,20S,"[""Houk, K.N.""]"
5887211,20S,"[""Jiang, Y."",""O'Neill, B.D.""]"
5887370,20S,"[""Fragouli, C.P.""]"
5888271,20S,"[""Varela, T.A."",""Tobin, S.C.""]"
5887778,20S,"[""Gao, T.""]"
5887362,20S,"[""Voorhees, L.""]"
5887779,20S,"[""Avila, E.R.""]"
5887376,20S,"[""Speyer, J.L.""]"
5887364,20S,"[""Moeller, C.A.""]"
5888272,20S,"[""Chetverikov, D.N.""]"
5887815,20S,"[""Tomiyama, A.J.""]"
5887365,20S,"[""Flanagan, K.M."",""Johnson, E.G.""]"
5887780,20S,"[""Kavner, A.""]"
5888274,20S,"[""Voorhees, L.""]"
5888275,20S,"[""Worger, W.H.""]"
5887369,20S,"[""Amunategui, J.C.""]"
5887781,20S,"[""Goncalves, F.M.""]"
5887387,20S,"[""Fong, P.M.""]"
5887398,20S,"[""Garud, N.""]"
5887403,20S,"[""Liu, Z.""]"
5887783,20S,"[""Cunningham, K.J.""]"
5888315,20S,"[""Bermudez Castro, C"",""Tobin, S.C.""]"
5888340,20S,"[""Bermudez Castro, C"",""Tobin, S.C.""]"
5887371,20S,"[""No instructors""]"
5888276,20S,"[""Bragger, D.M.""]"
5887796,20S,"[""The Staff""]"
5888277,20S,"[""Adamian, A."",""Pogossian, M.""]"
5887496,20S,"[""Yates, P.F.""]"
5887520,20S,"[""Dean, M.F.""]"
5887393,20S,"[""Lee, S.S.""]"
5887430,20S,"[""Mays, V.M.""]"
5887445,20S,"[""Rebrova, E.""]"
5887478,20S,"[""Dean, M.F.""]"
5887784,20S,"[""Savage, V.M.""]"
5887372,20S,"[""Hankinson, O.""]"
5887785,20S,"[""No instructors""]"
5887828,20S,"[""Hammer, R.""]"
5887373,20S,"[""No instructors""]"
5888410,20S,"[""Li, Q.""]"
5888314,20S,"[""Wesel, R.D.""]"
5888278,20S,"[""Atkeson, A.G.""]"
5888368,20S,"[""Koslov, E.C.""]"
5887791,20S,"[""Di Carlo, D.""]"
5888335,20S,"[""Verducci, P.M.""]"
5888359,20S,"[""Kirkman, T.D.""]"
5887378,20S,"[""Clarke, C.F.""]"
5888307,20S,"[""Hamza, A.T.""]"
5887805,20S,"[""Torres, C.A.""]"
5888287,20S,"[""The Staff""]"
5887817,20S,"[""Mcnulty, C.J.""]"
5888293,20S,"[""Nasiali, M.A.""]"
5887793,20S,"[""Shaked, S.""]"
5887379,20S,"[""Dellva, A.N.""]"
5887794,20S,"[""Treude, T.I.""]"
5887392,20S,"[""Walker, E.T.""]"
5887385,20S,"[""Gupta, P.""]"
5887381,20S,"[""Beard, J.R.""]"
5888296,20S,"[""Iqbal, R.""]"
5887795,20S,"[""Brown, L.A."",""Morris, M.B.""]"
5887382,20S,"[""Lau, C.H.""]"
5888297,20S,"[""Schlinger, B.""]"
5887798,20S,"[""The Staff""]"
5887390,20S,"[""Clarke, S.G.""]"
5888298,20S,"[""Comanor, W.S.""]"
5887806,20S,"[""Chow, S.A.""]"
5888303,20S,"[""Wilson, R.""]"
5887407,20S,"[""Haselton, M.G.""]"
5887394,20S,"[""Refuerzo, B.J.""]"
5887799,20S,"[""Lunde, A.O.""]"
5887395,20S,"[""Corey, M.F.""]"
5887870,20S,"[""Schottmiller, C.D.""]"
5887801,20S,"[""Taub, B.""]"
5888306,20S,"[""Liebing, H.""]"
5888309,20S,"[""Merlic, C.A.""]"
5887399,20S,"[""Lu, H."",""TA""]"
5887808,20S,"[""Schlinger, B.""]"
5887401,20S,"[""Clubb, R.T.""]"
5887810,20S,"[""Mitsunaga, J.I.""]"
5888336,20S,"[""Neuhauser, D.""]"
5888362,20S,"[""Fong, P.M.""]"
5888311,20S,"[""Thomas, P.A."",""Guerrero, A.""]"
5887826,20S,"[""Rahmat-Samii, Y.""]"
5888313,20S,"[""Buth, D.G.""]"
6225987,20W,"[""Bigham, A.W.""]"
5887448,20S,"[""Krouse, I.""]"
5887814,20S,"[""Hubbell, W.L.""]"
5887432,20S,"[""Austin, T.D.""]"
5888338,20S,"[""Campbell-Staton, S""]"
5887408,20S,"[""Schwartz, J.A.""]"
5888310,20S,"[""No instructors""]"
5888361,20S,"[""No instructors""]"
5888371,20S,"[""Smith, T.B.""]"
5887410,20S,"[""Lichtman, D.G.""]"
5887412,20S,"[""Lydon, G.E.""]"
5888316,20S,"[""Chetverikov, D.N.""]"
5887431,20S,"[""Foard, A.D.""]"
5888341,20S,"[""Mcdermott, D.J."",""Leoni, S.""]"
5887491,20S,"[""Hanulik, C.""]"
5887540,20S,"[""Blank, D.L.""]"
5887468,20S,"[""Jacobs, D.K.""]"
5887482,20S,"[""Kareiva, P.M.""]"
5887816,20S,"[""Sayeed, A.""]"
5887451,20S,"[""Diaconescu, P.L.""]"
5887411,20S,"[""Zaidel, D.""]"
5887822,20S,"[""Yoon, J.E.""]"
5888317,20S,"[""Ribeiro Antunes Pi""]"
5887444,20S,"[""Mcbride, J."",""Noji, J.""]"
5888367,20S,"[""Hartenberger, L.A.""]"
5887413,20S,"[""No instructors""]"
5888318,20S,"[""Rice, T.H.""]"
5887827,20S,"[""Measures, M.D.""]"
5888343,20S,"[""Sack, L."",""TA""]"
5888416,20S,"[""Bridgewater, D.A.""]"
5887834,20S,"[""Pires, D.B.""]"
5888319,20S,"[""No instructors""]"
5887414,20S,"[""Korn, A.E.""]"
5887848,20S,"[""Pfluegl, G.""]"
5887415,20S,"[""No instructors""]"
5888320,20S,"[""Lettera, V.M."",""Yoon, J.W."",""Li, C.""]"
5887858,20S,"[""Holmes, J.A.""]"
5888356,20S,"[""Hadadi, P.A.""]"
5888321,20S,"[""Sack, L."",""TA""]"
5887416,20S,"[""Lowe, N.R."",""TA""]"
5887418,20S,"[""Shushtari, P.J."",""Alvarez, C.S."",""Kepner, D.C.""]"
5888378,20S,"[""Yarbrough, L.B.""]"
5888322,20S,"[""Sayeed, A.""]"
5887443,20S,"[""Itoh, T.""]"
5887867,20S,"[""Lazazzera, B.A."",""Das, S.""]"
5888358,20S,"[""Armenta, A.""]"
5888331,20S,"[""Verzemnieks, I.L.""]"
5887419,20S,"[""Huffaker, D.L.""]"
5888323,20S,"[""Gao, T.""]"
5887868,20S,"[""Lusis, A.J.""]"
5888324,20S,"[""Soroosh, A."",""Hsu, P.T.""]"
5887420,20S,"[""Stulberg, N.H."",""Bastos Do Nascimen"",""Mallampalli, D.""]"
5887872,20S,"[""Szabo, S.D."",""TA""]"
5887422,20S,"[""Haselton, M.G.""]"
5888369,20S,"[""Miller, T.E.""]"
5887869,20S,"[""Phelan, J.P.""]"
5888325,20S,"[""Ribeiro Antunes Pi""]"
5888353,20S,"[""Shaffer, H.B.""]"
5887423,20S,"[""Lindemann, J.H."",""Shinogle, E.M.""]"
5888326,20S,"[""Cheng, A.B."",""Hsu, P.T.""]"
5887878,20S,"[""Boyd, E.F.""]"
5888379,20S,"[""Garud, N.""]"
5888339,20S,"[""Williams, B.S.""]"
5888363,20S,"[""Wong, C.""]"
5887446,20S,"[""Monti, M.M.""]"
5888327,20S,"[""Kochian, J.""]"
5888352,20S,"[""Kochian, J.""]"
5887426,20S,"[""Mousavi, S.""]"
5887888,20S,"[""Sears, K.E.""]"
5888328,20S,"[""Huppin, M.A.""]"
5887427,20S,"[""Yates, P.F.""]"
5887438,20S,"[""Chacon, J.M.""]"
5887889,20S,"[""Wassum, K.""]"
5887429,20S,"[""Derby, L.""]"
5887891,20S,"[""Pfluegl, G.""]"
5888329,20S,"[""Schniedewind, W.M.""]"
5887455,20S,"[""Chandler, S.H."",""Gosch, B.J.""]"
5888466,20S,"[""No instructors""]"
5888413,20S,"[""Vaughn, R.A."",""Rensel, M.A.""]"
5887433,20S,"[""Rensel, M.A.""]"
5887892,20S,"[""Webb, N.M.""]"
5888376,20S,"[""Buckley, N.L."",""Campbell, O.B.""]"
5888385,20S,"[""Russell, A.A.""]"
5888344,20S,"[""Christou, N.""]"
5887439,20S,"[""Chen, C.B.""]"
5888443,20S,"[""No instructors""]"
5888332,20S,"[""Arabifard, M.""]"
5888348,20S,"[""Wake, T.A.""]"
5887466,20S,"[""Duan, X.""]"
5887499,20S,"[""Allakhverdyan, B.V""]"
5887522,20S,"[""Ranz, J.H.""]"
5888334,20S,"[""Gana, N.""]"
5887895,20S,"[""Replogle, H.D.""]"
5887434,20S,"[""Gordon, M.S.""]"
5887480,20S,"[""Masek, D.H.""]"
5887899,20S,"[""Alexander, A."",""TA""]"
5887435,20S,"[""Courey, A.J.""]"
5888360,20S,"[""Quinlan, M.E.""]"
5888337,20S,"[""No instructors""]"
5887493,20S,"[""Jimenez Iniesta, D""]"
5887626,20S,"[""Liu, J.M.""]"
5887548,20S,"[""Huppin, M.A.""]"
5888342,20S,"[""Demman, B.L."",""Gonzales, S.E.""]"
5887526,20S,"[""Kipen, D.M.""]"
5887571,20S,"[""Lipner, J.M.""]"
5887905,20S,"[""Laski, F.A."",""Cohn, D.H.""]"
5887436,20S,"[""Tong, J.""]"
5887474,20S,"[""Cross, T.J."",""Doyon, D."",""Kim, J.""]"
5887442,20S,"[""Matatyaou, U.J.""]"
5887461,20S,"[""Iyer, S.S.""]"
5887947,20S,"[""Keranen, J.P.""]"
5887467,20S,"[""Shorter, W."",""Hancock, H.J.""]"
5888345,20S,"[""Gana, N.""]"
5887908,20S,"[""Szabo, S.D.""]"
5887937,20S,"[""Szabo, S.D."",""TA""]"
5887440,20S,"[""Darrah, J.E."",""Hak, R.R."",""Rice, M.T."",""Karr, S.F.""]"
5888346,20S,"[""Joo, J.""]"
5887535,20S,"[""Stefans, B.K.""]"
5887490,20S,"[""Miller, J.T.""]"
5887915,20S,"[""Berk, A.J."",""Black, D.L.""]"
5888461,20S,"[""Kraft, N.J.""]"
5887472,20S,"[""Teran, J.M.""]"
5887570,20S,"[""Porter, M.A.""]"
5887596,20S,"[""Gimzewski, J.K.""]"
5888407,20S,"[""Parent, W.B.""]"
5887449,20S,"[""Pak, I.""]"
5887919,20S,"[""Kraft, N.J.""]"
5887458,20S,"[""Amunategui, J.C."",""Hou, C."",""Svehla, R.""]"
5888347,20S,"[""Slyomovics, S.E.""]"
5887452,20S,"[""Grether, G.F.""]"
5887470,20S,"[""Lefkowitz, D.S.""]"
5888423,20S,"[""Williams, C.E.""]"
5887555,20S,"[""Krouse, I.""]"
5888481,20S,"[""Feramisco, C.""]"
5887920,20S,"[""Jung, M.E.""]"
5888445,20S,"[""Sletten, E.M.""]"
5888373,20S,"[""Zipperstein, S.E."",""Ryzhov, M.""]"
5887477,20S,"[""Dimond, T.A.""]"
5887495,20S,"[""Goodall, G.S.""]"
5887532,20S,"[""Cardin, S."",""Grimley, K.A.""]"
5887462,20S,"[""Montoya, A.K.""]"
5888394,20S,"[""Fovell, R.G.""]"
5887454,20S,"[""Haselton, M.G."",""Hill, A.M.""]"
5888350,20S,"[""TA"",""Friscia, A.R.""]"
5888351,20S,"[""Crumley, J.D."",""Ortiz, V.""]"
5887922,20S,"[""Pfluegl, G.""]"
5887948,20S,"[""Kaner, R.B.""]"
5887456,20S,"[""Gangbo, W.D."",""Kim, C.""]"
5887457,20S,"[""Bellairs, J.M."",""Burdorff, S.F.""]"
5887483,20S,"[""Lefkowitz, D.S.""]"
5887515,20S,"[""Ricciardi, G.""]"
5887538,20S,"[""Lai, Y."",""Matatyaou, U.J.""]"
5887935,20S,"[""Das, S.""]"
5888357,20S,"[""Cooperson, M.D.""]"
5887492,20S,"[""Hanulik, C.""]"
5887460,20S,"[""Foard, A.D.""]"
5888374,20S,"[""Burke, K.S.""]"
5887936,20S,"[""Roychowdhury, V.P.""]"
5887476,20S,"[""Parkinson, C.M.""]"
5888390,20S,"[""Clarke, C.F.""]"
5888365,20S,"[""Sack, L."",""TA""]"
5888384,20S,"[""Sack, L."",""TA""]"
5887471,20S,"[""Neill, L.A.""]"
5887512,20S,"[""Hoek, E.M.""]"
5887464,20S,"[""Cheng, G.C.""]"
5887940,20S,"[""Pires, D.B."",""Pham, H.D.""]"
5887961,20S,"[""Pires, D.B."",""Pham, H.D.""]"
5888370,20S,"[""Langdon, J.S.""]"
5887970,20S,"[""Jassby, D.""]"
5887489,20S,"[""Anderson, C.R.""]"
5887498,20S,"[""Sanchez, A.M.""]"
5887941,20S,"[""Branstetter, J.G.""]"
5887481,20S,"[""Eisenberg, D.S.""]"
5887501,20S,"[""Feigon, J.F.""]"
5887465,20S,"[""Hanulik, C.""]"
5888002,20S,"[""Lee, C.J.""]"
5887537,20S,"[""Floyd, P.G.""]"
5888377,20S,"[""Manville, M.K.""]"
5887942,20S,"[""Tentative""]"
5887469,20S,"[""Yates, P.F.""]"
5887549,20S,"[""Manojlovic, M.""]"
5887503,20S,"[""Golub, P.R.""]"
5888465,20S,"[""Cheng, P."",""TA""]"
5888383,20S,"[""The Staff""]"
5888438,20S,"[""Mays, V.M.""]"
5887952,20S,"[""Keranen, J.P.""]"
5887473,20S,"[""Feghali, Y.""]"
5887525,20S,"[""Stafsudd, O.M.""]"
5887983,20S,"[""Smith, T.B.""]"
5888386,20S,"[""Bridgewater, D.A.""]"
5887475,20S,"[""Jalali, B.""]"
5887494,20S,"[""Jarrahi, M.""]"
5887944,20S,"[""Wikenheiser, A.M.""]"
5888417,20S,"[""Tingley, M.W.""]"
5888406,20S,"[""Kipen, D.M.""]"
5887557,20S,"[""Manouelian, V.H.""]"
5887479,20S,"[""Dean, M.E.""]"
5887497,20S,"[""Chernov, V.""]"
5887946,20S,"[""Mays, V.M.""]"
5888387,20S,"[""Sork, V.""]"
5888449,20S,"[""Ju, Y.""]"
5888388,20S,"[""The Staff""]"
5887484,20S,"[""Dimond, T.A.""]"
5887679,20S,"[""Gimzewski, J.K.""]"
5888428,20S,"[""Jennings, M.D."",""Prescott-Johnson,""]"
5888482,20S,"[""The Staff""]"
5887590,20S,"[""Lohmueller, K.E.""]"
5887968,20S,"[""Streeter, C.A.""]"
5887621,20S,"[""Robles, T.F.""]"
5887662,20S,"[""Sandhofer, C.M.""]"
5887949,20S,"[""The Staff""]"
5887485,20S,"[""Yates, P.F.""]"
5887506,20S,"[""Rhie, K.K.""]"
5887533,20S,"[""Danielpour, R.D.""]"
5888422,20S,"[""Rubin, Y.F.""]"
5887985,20S,"[""No instructors""]"
5888393,20S,"[""Woo, J.C.""]"
5887951,20S,"[""Prunet, N.E.""]"
5887954,20S,"[""Lavine, A.G.""]"
5887486,20S,"[""Davis, J.D.""]"
5888395,20S,"[""Smalley, K.L."",""Tang, K.""]"
5887973,20S,"[""Szabo, S.D.""]"
5887487,20S,"[""Golub, P.R.""]"
5888397,20S,"[""Reisler, E.""]"
5887955,20S,"[""Szabo, S.D."",""TA""]"
5887508,20S,"[""Browne, D.G."",""Fong, J.J.""]"
5887956,20S,"[""Sarrafzadeh, M.""]"
5887976,20S,"[""Sayed, A.H.""]"
5887488,20S,"[""Lent, J.D.""]"
5888398,20S,"[""Landau, N.""]"
5887546,20S,"[""Hecht, M.J.""]"
5888402,20S,"[""Beglin, D.P.""]"
5887524,20S,"[""Rhie, K.K.""]"
5887550,20S,"[""Danielpour, R.D.""]"
5887572,20S,"[""Krouse, I.""]"
5887966,20S,"[""Koehler, C.M.""]"
5887957,20S,"[""Campbell, D.A."",""Maloy, J.P.""]"
5887979,20S,"[""Maloy, J.P.""]"
5887500,20S,"[""Steinmetz, J.A."",""Masek, D.H."",""Davis, J.D."",""Allen, S.L.""]"
5887989,20S,"[""Oba, H.M.""]"
5887523,20S,"[""Felker, P.M.""]"
5888052,20S,"[""Elliott, K.J.""]"
5887502,20S,"[""Chen, C.B.""]"
5887958,20S,"[""Pei, Q.""]"
5887536,20S,"[""Reise, S.P.""]"
5887556,20S,"[""Repetti, R.L.""]"
5888400,20S,"[""Sander, R.H.""]"
5888403,20S,"[""Yarbrough, L.B.""]"
5888435,20S,"[""Mack, K.S.""]"
5888458,20S,"[""Mack, K.S.""]"
5887516,20S,"[""Joshi, C.J.""]"
5887539,20S,"[""Kaiser, W.J.""]"
5888425,20S,"[""Wu, T.""]"
5887504,20S,"[""Pogossian, M."",""Chen, C.B."",""Lysy, A."",""An, J.Y."",""Pegis, J."",""Moller, M.L.""]"
5887959,20S,"[""Shaffer, H.B.""]"
5887962,20S,"[""Venugopal, S.""]"
5888467,20S,"[""Schwartz, B.J.""]"
5888433,20S,"[""Ng, L.C.""]"
5888404,20S,"[""No instructors""]"
5888424,20S,"[""No instructors""]"
5888444,20S,"[""No instructors""]"
5887507,20S,"[""Hanulik, C.""]"
5887510,20S,"[""Steinmetz, J.A.""]"
5888415,20S,"[""No instructors""]"
5888405,20S,"[""Grether, G.F.""]"
5887963,20S,"[""Solorzano, D.G.""]"
5887511,20S,"[""Faliks, I.""]"
503,20W,"[""Tsiang, M.""]"
5888431,20S,"[""Achesah, S.A.""]"
5887543,20S,"[""Garcia-Garibay, M.""]"
5888411,20S,"[""Shiffrin, S.""]"
5887965,20S,"[""Davoyan, A.R.""]"
5887513,20S,"[""Kirsch, V.H.""]"
5888421,20S,"[""Hartman-Glaser, B.""]"
5888439,20S,"[""Lydon, G.E.""]"
5887998,20S,"[""Loza, S.J."",""Rostami, M.""]"
5888027,20S,"[""Srivastava, S.""]"
5888066,20S,"[""van Der Schaar, M.""]"
5888412,20S,"[""The Staff""]"
5887514,20S,"[""Ray, L.A.""]"
5888456,20S,"[""Pozuelo, M.""]"
5887967,20S,"[""Lloyd-Smith, J.O.""]"
5887517,20S,"[""Lohmann, A.S.""]"
5888495,20S,"[""Stone, B.D.""]"
5888414,20S,"[""Tawil, N.J.""]"
5888490,20S,"[""Torres, J.""]"
5887969,20S,"[""Romero, R.C.""]"
5887988,20S,"[""Terraciano, K.B.""]"
5888434,20S,"[""van Valkenburgh, B""]"
5888457,20S,"[""Wayne, R.""]"
5887518,20S,"[""Lindemann, J.H.""]"
5888418,20S,"[""Mechoso, C.R.""]"
5887995,20S,"[""Szabo, S.D."",""TA""]"
5888063,20S,"[""Natterson, B.J.""]"
5887971,20S,"[""Cavanaugh, K.C.""]"
5887974,20S,"[""Vucetic, M.""]"
5887534,20S,"[""Pogossian, M.""]"
5887521,20S,"[""Bates-Jensen, B.M.""]"
5888446,20S,"[""Balonis-Sant, M."",""Wang, Y.""]"
5888426,20S,"[""Yee-Bradbury, C.M.""]"
5888436,20S,"[""Tran, M.C.""]"
5888427,20S,"[""Vondriska, T.M.""]"
5887986,20S,"[""Kwon, O.""]"
5887529,20S,"[""Yin, W.""]"
5887975,20S,"[""Herrera, J.C."",""Beer, C.M."",""Brandt, S.""]"
5887542,20S,"[""Bass, J."",""Rice, M.T."",""Karr, S.F.""]"
5887569,20S,"[""Garg, N.K.""]"
5887581,20S,"[""Flanagan Lysy, M.M""]"
5887977,20S,"[""Potts, S.S.""]"
5888437,20S,"[""Jacobs, D.K.""]"
5888429,20S,"[""Baugh, D.A.""]"
5888003,20S,"[""Macdonald, G.M.""]"
5887582,20S,"[""Vine, B.H.""]"
5888430,20S,"[""Hasson, T.W."",""Razinia, Z.""]"
5888452,20S,"[""Hasson, T.W."",""Razinia, Z.""]"
5887978,20S,"[""Somasundaram, S.""]"
5887545,20S,"[""Lysy, A.""]"
5888045,20S,"[""Ribeiro Antunes Pi""]"
5888432,20S,"[""Lieberman, M.B.""]"
5887980,20S,"[""Raphael, M.N.""]"
5887560,20S,"[""Fischbeck, S.R."",""Cooney, E.J.""]"
5887996,20S,"[""Cameron, C.""]"
5887987,20S,"[""Lohmueller, K.E.""]"
5888029,20S,"[""Haley, S.""]"
5887547,20S,"[""Schmidt, J.J.""]"
5888527,20S,"[""Popham, S.A.""]"
5888538,20S,"[""TA"",""Prescott-Johnson,""]"
5887577,20S,"[""Meyers, E.A."",""Hunter, C.V.""]"
5888516,20S,"[""Yeates, T.O.""]"
5887981,20S,"[""Pei, Q.""]"
5888440,20S,"[""Chung, A.S."",""Lee, S.S."",""Sayegh, P."",""TA""]"
5887997,20S,"[""The Staff""]"
5888078,20S,"[""Ruperto, M.F."",""TA""]"
5888492,20S,"[""Bridgewater, D.A.""]"
5888017,20S,"[""Bonner, L.D.""]"
5888006,20S,"[""Keel, T.D.""]"
5888455,20S,"[""Tobiason, G.A.""]"
5888442,20S,"[""Cheng, P."",""TA""]"
5887982,20S,"[""The Staff""]"
5887999,20S,"[""Sork, V.""]"
5887559,20S,"[""No instructors""]"
5888453,20S,"[""Yang, X.""]"
5887984,20S,"[""The Staff""]"
5888000,20S,"[""Tingley, M.W.""]"
5887561,20S,"[""Salway, M.C.""]"
5888508,20S,"[""Weiss, R.L.""]"
5888520,20S,"[""Zink, J.I.""]"
5888523,20S,"[""Alexandrova, A.N.""]"
5888535,20S,"[""Liu, C.""]"
5888539,20S,"[""Nelson, H.M.""]"
5888543,20S,"[""Sork, V.""]"
5887562,20S,"[""Lloyd-Smith, J.O.""]"
5888007,20S,"[""Gimzewski, J.K.""]"
5888454,20S,"[""Smalley, K.L."",""Loring, D.M.""]"
5888544,20S,"[""No instructors""]"
5887991,20S,"[""No instructors""]"
5887563,20S,"[""Miller, T.E.""]"
837,20W,"[""Jung, M.E.""]"
5887591,20S,"[""Babbe, D.B.""]"
5887564,20S,"[""Weaver, E.M.""]"
5888460,20S,"[""Colgan, B.""]"
5888005,20S,"[""Russell, A.A."",""Pang, J.W.""]"
5888464,20S,"[""Teran, J.M.""]"
5887565,20S,"[""Dale, R.A.""]"
5888008,20S,"[""Marshall, W.""]"
5887566,20S,"[""Guzman, J.A.""]"
5888471,20S,"[""Preble, C.A."",""Desveaux, J.A.""]"
5888009,20S,"[""Russell, C.T.""]"
5887567,20S,"[""Rainwater, C.S.""]"
5888021,20S,"[""Clubb, R.T.""]"
5888472,20S,"[""No instructors""]"
5888010,20S,"[""Srivastava, M.B.""]"
5887602,20S,"[""Alfaro, M.E.""]"
5887625,20S,"[""Amarasekare, P.A.""]"
5887666,20S,"[""Ohanian, L."",""Hansen, G.D.""]"
5887568,20S,"[""Bozorgnia, Y.""]"
5888475,20S,"[""Mullen, H.R.""]"
5887593,20S,"[""Alexandrova, A.N.""]"
5888014,20S,"[""Szabo, S.D.""]"
5887573,20S,"[""Racy, A.J.""]"
5888477,20S,"[""Balonis-Sant, M."",""Wang, Y.""]"
5887600,20S,"[""Rissman, J.A.""]"
5888016,20S,"[""Tingley, M.W.""]"
5888030,20S,"[""van Valkenburgh, B""]"
5887574,20S,"[""de, E.N.""]"
5888024,20S,"[""Carpio, G.G.""]"
5888479,20S,"[""Peris, W.E.""]"
5887575,20S,"[""Tolbert, A.J.""]"
5888478,20S,"[""Coller, H.A.""]"
5888025,20S,"[""Manousiouthakis, V""]"
5888032,20S,"[""Annabi, N.""]"
5887578,20S,"[""Tserkovnyak, Y.""]"
5888049,20S,"[""Jones, M."",""King, K.C.""]"
5888483,20S,"[""No instructors""]"
5888480,20S,"[""Lohmann, S.""]"
5888056,20S,"[""Gorlitsky, L.E."",""Lipman, A.J.""]"
5888509,20S,"[""No instructors""]"
5887594,20S,"[""Garrell, R.L.""]"
5887583,20S,"[""Zenios, S.""]"
5888485,20S,"[""Wilson, R.""]"
5888034,20S,"[""Eisler, C.N.""]"
5888070,20S,"[""Wayne, R.""]"
5887584,20S,"[""Guzman, J.A.""]"
5888035,20S,"[""Cohen, Y.""]"
5888488,20S,"[""Lloyd-Smith, J.O.""]"
5888498,20S,"[""No instructors""]"
5888546,20S,"[""No instructors""]"
5888036,20S,"[""Loo, J.A.""]"
5888514,20S,"[""Pinter-Wollman, N.""]"
5888536,20S,"[""Shaffer, H.B.""]"
5887585,20S,"[""de Sola, S.F.""]"
5888571,20S,"[""No instructors""]"
5888572,20S,"[""No instructors""]"
5888573,20S,"[""No instructors""]"
5888574,20S,"[""No instructors""]"
5888575,20S,"[""No instructors""]"
5888576,20S,"[""No instructors""]"
5888577,20S,"[""No instructors""]"
5888578,20S,"[""No instructors""]"
5888579,20S,"[""No instructors""]"
5888580,20S,"[""No instructors""]"
5888037,20S,"[""Morales Guio, C.G.""]"
5887586,20S,"[""Dorian, A.""]"
5888581,20S,"[""No instructors""]"
5888582,20S,"[""No instructors""]"
5888583,20S,"[""No instructors""]"
5885565,20S,"[""Schmidt, J.J.""]"
5887598,20S,"[""de, E.N.""]"
5887588,20S,"[""Kadambi, A.""]"
5888038,20S,"[""Srivastava, S.""]"
5887597,20S,"[""Caldwell, W.L.""]"
5888039,20S,"[""Lithgow-Bertelloni""]"
5887676,20S,"[""The Staff"",""TA""]"
5887633,20S,"[""Kipen, D.M.""]"
5887599,20S,"[""TA"",""Mcclellan, M.L.""]"
5888041,20S,"[""Srivastava, S.""]"
5887677,20S,"[""Vikram, A.""]"
5887605,20S,"[""Kao, J.C.""]"
5888042,20S,"[""Mason, T.G.""]"
5888043,20S,"[""Chang, J.P.""]"
5887691,20S,"[""Inkelas, M.""]"
5887607,20S,"[""Heath-Heckman, E.A""]"
5888044,20S,"[""Schopf, J.W.""]"
5887608,20S,"[""Tornell, A.""]"
5887635,20S,"[""Barreto, M.A."",""Dunn, C.F.""]"
5888046,20S,"[""Narins, P.M.""]"
5887610,20S,"[""The Staff""]"
5887619,20S,"[""An, J.Y.""]"
5888051,20S,"[""Abdullah, S.A.""]"
5887623,20S,"[""Babbe, D.B."",""Wetzstein, S.R.""]"
5888050,20S,"[""Tabuada, P.""]"
5887628,20S,"[""Comulada, W.S."",""TA""]"
5888058,20S,"[""Bassett, J.C.""]"
5887632,20S,"[""Gelbart, W.M.""]"
