section_id,enrollment_count,created_at
5866637,113,2019-10-03T18:00:47.003943+00:00
5858539,65,2019-10-03T18:00:47.602705+00:00
5862161,56,2019-10-03T18:00:48.066231+00:00
5860574,232,2019-10-03T18:00:48.066786+00:00
5867018,227,2019-10-03T18:00:50.086013+00:00
5861052,48,2019-10-03T18:00:50.227351+00:00
5868214,34,2019-10-03T18:00:50.229523+00:00
5863704,145,2019-10-03T18:00:50.231715+00:00
5863736,160,2019-10-03T18:00:50.411237+00:00
5860706,5,2019-10-03T18:00:50.686684+00:00
5863056,83,2019-10-03T18:00:51.522768+00:00
5861231,197,2019-10-03T18:00:52.847369+00:00
5864995,0,2019-10-03T18:00:55.264595+00:00
5859000,69,2019-10-03T18:00:55.332379+00:00
5867050,9,2019-10-03T18:00:55.342355+00:00
5866890,57,2019-10-03T18:00:55.368102+00:00
5864604,8,2019-10-03T18:00:55.764655+00:00
5862658,113,2019-10-03T18:00:55.786578+00:00
5862481,3,2019-10-03T18:00:56.130335+00:00
5864881,74,2019-10-03T18:00:57.183383+00:00
5861448,35,2019-10-03T18:00:58.505157+00:00
5864106,178,2019-10-03T18:00:59.448715+00:00
5861067,53,2019-10-03T18:00:59.625437+00:00
5862566,136,2019-10-03T18:00:59.774659+00:00
5858396,147,2019-10-03T18:00:59.775767+00:00
5861882,74,2019-10-03T18:00:59.892723+00:00
5860498,16,2019-10-03T18:01:00.048078+00:00
5867422,166,2019-10-03T18:01:01.225525+00:00
5860265,89,2019-10-03T18:01:03.065688+00:00
5859192,77,2019-10-03T18:01:03.982919+00:00
5867140,0,2019-10-03T18:01:04.089991+00:00
5865755,133,2019-10-03T18:01:04.204211+00:00
5859611,28,2019-10-03T18:01:04.372598+00:00
5858940,49,2019-10-03T18:01:07.814357+00:00
5864777,20,2019-10-03T18:01:08.377065+00:00
5863183,29,2019-10-03T18:01:08.617879+00:00
5859085,28,2019-10-03T18:01:09.001809+00:00
5868149,263,2019-10-03T18:01:09.847145+00:00
5862544,118,2019-10-03T18:01:11.048981+00:00
5858518,410,2019-10-03T18:01:11.710848+00:00
5865279,68,2019-10-03T18:01:15.707426+00:00
5859450,25,2019-10-03T18:01:16.877536+00:00
5858216,304,2019-10-03T18:01:22.775091+00:00
5865364,11,2019-10-03T18:01:22.858283+00:00
5864257,21,2019-10-03T18:01:22.858853+00:00
5862752,20,2019-10-03T18:01:22.862328+00:00
5861422,26,2019-10-03T18:01:22.989605+00:00
5865559,359,2019-10-03T18:01:23.047606+00:00
5861294,33,2019-10-03T18:01:23.054235+00:00
5858376,197,2019-10-03T18:01:29.606715+00:00
5865703,13,2019-10-03T18:01:29.704026+00:00
5861428,14,2019-10-03T18:01:30.704396+00:00
5865164,340,2019-10-03T18:01:31.339791+00:00
5865215,337,2019-10-03T18:01:31.56071+00:00
5861472,97,2019-10-03T18:01:32.70483+00:00
5867689,1,2019-10-03T18:01:33.945855+00:00
5858384,8,2019-10-03T18:01:34.743614+00:00
5861654,14,2019-10-03T18:01:35.183947+00:00
5859682,55,2019-10-03T18:01:36.948107+00:00
