section_id,enrollment_count,created_at
5879406,0,2020-01-21 00:34:21.043512+00
5879408,0,2020-01-21 00:34:21.058+00
5879407,0,2020-01-21 00:34:21.058458+00
5879410,0,2020-01-21 00:34:21.060935+00
5879411,0,2020-01-21 00:34:21.066817+00
5879413,0,2020-01-21 00:34:21.072471+00
5879416,0,2020-01-21 00:34:21.225206+00
5879415,0,2020-01-21 00:34:21.229193+00
5879418,0,2020-01-21 00:34:21.234372+00
5879419,0,2020-01-21 00:34:21.260683+00
5879426,0,2020-01-21 00:34:21.310131+00
5879429,0,2020-01-21 00:34:21.311524+00
5879434,0,2020-01-21 00:34:21.344715+00
5879423,0,2020-01-21 00:34:21.382222+00
5879441,0,2020-01-21 00:34:21.391198+00
5879437,0,2020-01-21 00:34:21.391339+00
5879444,0,2020-01-21 00:34:21.460793+00
5879453,0,2020-01-21 00:34:21.477185+00
5879449,0,2020-01-21 00:34:21.477846+00
5879455,0,2020-01-21 00:34:21.480308+00
5879454,0,2020-01-21 00:34:21.481371+00
5879451,0,2020-01-21 00:34:21.485345+00
5879460,0,2020-01-21 00:34:21.50223+00
5879465,0,2020-01-21 00:34:21.519788+00
5879464,0,2020-01-21 00:34:21.520823+00
5879462,0,2020-01-21 00:34:21.521018+00
5879466,0,2020-01-21 00:34:21.532207+00
5879468,0,2020-01-21 00:34:21.532806+00
5879469,0,2020-01-21 00:34:21.544194+00
5879470,0,2020-01-21 00:34:21.553281+00
5879474,0,2020-01-21 00:34:21.599582+00
5879476,0,2020-01-21 00:34:21.608379+00
5879479,0,2020-01-21 00:34:21.610872+00
5879480,0,2020-01-21 00:34:21.655047+00
5879482,0,2020-01-21 00:34:21.670277+00
5879447,0,2020-01-21 00:34:21.673353+00
5879485,0,2020-01-21 00:34:21.683292+00
5879487,0,2020-01-21 00:34:21.724693+00
5879492,0,2020-01-21 00:34:21.729437+00
5879497,0,2020-01-21 00:34:21.756929+00
5879496,0,2020-01-21 00:34:21.757168+00
5879475,0,2020-01-21 00:34:21.759992+00
5879473,0,2020-01-21 00:34:21.760782+00
5879508,0,2020-01-21 00:34:21.775985+00
5879498,0,2020-01-21 00:34:21.776312+00
5879499,0,2020-01-21 00:34:21.776697+00
5879510,0,2020-01-21 00:34:21.783897+00
5879505,0,2020-01-21 00:34:21.792453+00
5879478,0,2020-01-21 00:34:21.804278+00
5879517,0,2020-01-21 00:34:21.839421+00
5879515,0,2020-01-21 00:34:21.842256+00
5879523,0,2020-01-21 00:34:21.849583+00
5879526,0,2020-01-21 00:34:21.904186+00
5879525,0,2020-01-21 00:34:21.904527+00
5879527,0,2020-01-21 00:34:21.905035+00
5879528,0,2020-01-21 00:34:21.927981+00
5879530,0,2020-01-21 00:34:21.934462+00
5879529,0,2020-01-21 00:34:21.93558+00
5879532,0,2020-01-21 00:34:21.939919+00
5879531,0,2020-01-21 00:34:21.944686+00
5879509,13,2020-01-21 00:34:21.950684+00
5879533,0,2020-01-21 00:34:21.954405+00
5879536,0,2020-01-21 00:34:21.954653+00
5879535,0,2020-01-21 00:34:21.956535+00
5879538,0,2020-01-21 00:34:21.963106+00
5879540,0,2020-01-21 00:34:22.008379+00
5879541,0,2020-01-21 00:34:22.019159+00
5879545,0,2020-01-21 00:34:22.035465+00
5879534,0,2020-01-21 00:34:22.069844+00
5879557,0,2020-01-21 00:34:22.070409+00
5879556,0,2020-01-21 00:34:22.071418+00
5879561,0,2020-01-21 00:34:22.086358+00
5879559,0,2020-01-21 00:34:22.087184+00
5879563,0,2020-01-21 00:34:22.090384+00
5879562,0,2020-01-21 00:34:22.092146+00
5879564,0,2020-01-21 00:34:22.104229+00
5879565,0,2020-01-21 00:34:22.106156+00
5879566,0,2020-01-21 00:34:22.107384+00
5879567,0,2020-01-21 00:34:22.113724+00
5879568,0,2020-01-21 00:34:22.128988+00
5879542,0,2020-01-21 00:34:22.142079+00
5879572,0,2020-01-21 00:34:22.159084+00
5879574,0,2020-01-21 00:34:22.167803+00
5879573,0,2020-01-21 00:34:22.168935+00
5879553,0,2020-01-21 00:34:22.177203+00
5879547,0,2020-01-21 00:34:22.177304+00
5879544,0,2020-01-21 00:34:22.182111+00
5879575,0,2020-01-21 00:34:22.184317+00
5879578,0,2020-01-21 00:34:22.198689+00
5879581,0,2020-01-21 00:34:22.209087+00
5879560,0,2020-01-21 00:34:22.223486+00
5879583,0,2020-01-21 00:34:22.238016+00
5879590,0,2020-01-21 00:34:22.355837+00
5879586,0,2020-01-21 00:34:22.359557+00
5879585,0,2020-01-21 00:34:22.359767+00
5879589,0,2020-01-21 00:34:22.362683+00
5879597,0,2020-01-21 00:34:22.38781+00
5879602,0,2020-01-21 00:34:22.395982+00
5879600,0,2020-01-21 00:34:22.399938+00
5879577,0,2020-01-21 00:34:22.439426+00
5879610,0,2020-01-21 00:34:22.446897+00
5879588,0,2020-01-21 00:34:22.479082+00
5879587,0,2020-01-21 00:34:22.486803+00
5879634,0,2020-01-21 00:34:22.564393+00
5879636,0,2020-01-21 00:34:22.591164+00
5879642,0,2020-01-21 00:34:22.638382+00
5879648,0,2020-01-21 00:34:22.655071+00
5879650,0,2020-01-21 00:34:22.656746+00
5879654,0,2020-01-21 00:34:22.68951+00
5879630,0,2020-01-21 00:34:22.690061+00
5879666,0,2020-01-21 00:34:22.719577+00
5879668,0,2020-01-21 00:34:22.746652+00
5879669,0,2020-01-21 00:34:22.762273+00
5879672,0,2020-01-21 00:34:22.777861+00
5879675,0,2020-01-21 00:34:22.792403+00
5879677,0,2020-01-21 00:34:22.820364+00
5879643,0,2020-01-21 00:34:22.820671+00
5879680,0,2020-01-21 00:34:22.881105+00
5879685,0,2020-01-21 00:34:22.881899+00
5879686,0,2020-01-21 00:34:22.904861+00
5879688,0,2020-01-21 00:34:22.916693+00
5879690,0,2020-01-21 00:34:22.917061+00
5879691,0,2020-01-21 00:34:22.929167+00
5879692,0,2020-01-21 00:34:22.938208+00
5879670,0,2020-01-21 00:34:22.942604+00
5879694,0,2020-01-21 00:34:22.964865+00
5879693,0,2020-01-21 00:34:22.980253+00
5879696,0,2020-01-21 00:34:22.990839+00
5879697,0,2020-01-21 00:34:22.991039+00
5879695,0,2020-01-21 00:34:22.99118+00
5879698,0,2020-01-21 00:34:23.002459+00
5879699,0,2020-01-21 00:34:23.022416+00
5879702,0,2020-01-21 00:34:23.068676+00
5879701,0,2020-01-21 00:34:23.074606+00
5879708,0,2020-01-21 00:34:23.077736+00
5879707,0,2020-01-21 00:34:23.078837+00
5879704,0,2020-01-21 00:34:23.079812+00
5879705,0,2020-01-21 00:34:23.080204+00
5879703,0,2020-01-21 00:34:23.080765+00
5879709,0,2020-01-21 00:34:23.082319+00
5879711,0,2020-01-21 00:34:23.094477+00
5879710,0,2020-01-21 00:34:23.097206+00
5879713,0,2020-01-21 00:34:23.106465+00
5879714,0,2020-01-21 00:34:23.111812+00
5879715,0,2020-01-21 00:34:23.112049+00
5879716,0,2020-01-21 00:34:23.112231+00
5879717,0,2020-01-21 00:34:23.115922+00
5879718,0,2020-01-21 00:34:23.122927+00
5879719,0,2020-01-21 00:34:23.125287+00
5879721,0,2020-01-21 00:34:23.13862+00
5879723,0,2020-01-21 00:34:23.151188+00
5879725,0,2020-01-21 00:34:23.152935+00
5879724,0,2020-01-21 00:34:23.157989+00
5879700,0,2020-01-21 00:34:23.16485+00
5879727,0,2020-01-21 00:34:23.165755+00
5879726,0,2020-01-21 00:34:23.166323+00
5879729,0,2020-01-21 00:34:23.17195+00
5879728,0,2020-01-21 00:34:23.174726+00
5879730,0,2020-01-21 00:34:23.181679+00
5879731,0,2020-01-21 00:34:23.21544+00
5879732,0,2020-01-21 00:34:23.226189+00
5879735,0,2020-01-21 00:34:23.232536+00
5879733,0,2020-01-21 00:34:23.233631+00
5879737,12,2020-01-21 00:34:23.239947+00
5879738,0,2020-01-21 00:34:23.250831+00
